pid,tid,searchSeq,rank,text
23,2,0,8,sort(typeof compare)
23,2,0,9,reverse()
23,1,0,0,JSON.parse(string)
23,1,0,1,JSON.stringify(unknown): string
23,1,0,2,map(function)
23,1,0,3,T[].map(function): U[]
23,1,0,4,T[].slice(): T[]
23,1,0,5,JSON.stringify(function): string
23,1,0,6,slice()
23,1,0,7,slice(number)
23,1,0,8,T[].push(T[]): number
23,1,0,9,T[].forEach(function): void
23,1,1,0,JSON.parse(string)
23,1,1,1,T[].map(function): U[]
23,1,1,2,slice()
23,1,1,3,JSON.stringify(unknown): string
23,1,1,4,T[].slice(): T[]
23,1,1,5,slice(number)
23,1,1,6,JSON.stringify(function): string
23,1,1,7,map(function)
23,1,1,8,forEach(function)
23,1,1,9,T[].push(T[]): number
23,6,0,0,static(string)
23,6,0,1,"get(string, function)"
23,6,0,2,use(unknown)
23,6,0,3,static(unknown)
23,6,0,4,"use(string, unknown)"
23,6,0,5,"use(string, function)"
23,6,0,6,"use(string, function, unknown)"
23,6,0,7,express()
23,6,0,8,"join(unknown, string)"
23,6,0,9,"get(string, unknown)"
23,6,1,0,static(string)
23,6,1,1,"use(string, unknown)"
23,6,1,2,"use(string, function)"
23,6,1,3,static(unknown)
23,6,1,4,use(unknown)
23,6,1,5,"get(string, function)"
23,6,1,6,"use(string, function, unknown)"
23,6,1,7,"join(unknown, string)"
23,6,1,8,use(function)
23,6,1,9,"sendfile(unknown, object)"
24,3,0,0,"T[].reduce(function, U): U"
24,3,0,1,T[].find(function): T
24,3,0,2,T[].includes(T): boolean
24,3,0,3,T[].filter(function): T[]
24,3,0,4,T[].indexOf(T): number
24,3,0,5,filter(function)
24,3,0,6,T[].some(function): boolean
24,3,0,7,find(function)
24,3,0,8,T[].findIndex(function): number
24,3,0,9,"grep(unknown, function)"
24,1,0,0,JSON.parse(string)
24,1,0,1,JSON.stringify(unknown): string
24,1,0,2,map(function)
24,1,0,3,T[].map(function): U[]
24,1,0,4,T[].slice(): T[]
24,1,0,5,JSON.stringify(function): string
24,1,0,6,slice()
24,1,0,7,slice(number)
24,1,0,8,T[].push(T[]): number
24,1,0,9,T[].forEach(function): void
24,5,0,0,format(string)
24,5,0,1,moment()
24,5,0,2,moment(string)
24,5,0,3,"add(number, string)"
24,5,0,4,"subtract(number, string)"
24,5,0,5,diff(unknown)
24,5,0,6,"diff(unknown, string)"
24,5,0,7,duration(unknown)
24,5,0,8,moment(unknown)
24,5,0,9,"moment(unknown, string)"
25,4,0,0,Intl.NumberFormat.format(number | bigint): string
25,4,0,1,Number.toFixed(number): string
25,4,0,2,"String.replace(object, string): string"
25,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
25,4,0,4,toFixed(number)
25,4,0,5,"String.replace(string | RegExp, string): string"
25,4,0,6,"replace(regex, string)"
25,4,0,7,formatMoney(number)
25,4,0,8,format(string)
25,4,0,9,Number.toLocaleString(): string
25,3,0,0,"T[].reduce(function, U): U"
25,3,0,1,T[].find(function): T
25,3,0,2,T[].includes(T): boolean
25,3,0,3,T[].filter(function): T[]
25,3,0,4,T[].indexOf(T): number
25,3,0,5,filter(function)
25,3,0,6,T[].some(function): boolean
25,3,0,7,find(function)
25,3,0,8,T[].findIndex(function): number
25,3,0,9,"grep(unknown, function)"
25,5,0,0,getTime()
25,5,0,1,parse(string)
25,5,0,2,println(string)
25,5,0,3,subtract(object)
25,5,0,4,moment(string)
25,5,0,5,toString()
25,5,0,6,String.split(string | RegExp): string[]
25,5,0,7,subtract(unknown)
25,5,0,8,ToString(string)
25,5,0,9,main()
25,5,1,0,subtract(object)
25,5,1,1,format()
25,5,1,2,"subtract(number, string)"
25,5,1,3,moment(string)
25,5,1,4,String.split(string | RegExp): string[]
25,5,1,5,subtract(unknown)
25,5,1,6,astype(unknown)
25,5,1,7,moment(unknown)
25,5,1,8,ofPattern(string)
25,5,1,9,of(string)
25,5,2,0,moment()
25,5,2,1,format(string)
25,5,2,2,"moment(string, string)"
25,5,2,3,"add(number, string)"
25,5,2,4,endOf(string)
25,5,2,5,startOf(string)
25,5,2,6,toString()
25,5,2,7,format()
25,5,2,8,moment(string)
25,5,2,9,Date.toString(): string
25,5,3,0,format(string)
25,5,3,1,moment(string)
25,5,3,2,subtract(unknown)
25,5,3,3,"moment(string, string)"
25,5,3,4,moment(unknown)
25,5,3,5,diff(unknown)
25,5,3,6,"subtract(number, string)"
25,5,3,7,toString()
25,5,3,8,subtract(object)
25,5,3,9,moment()
26,2,0,0,T[].sort(function): this
26,2,0,1,sort(function)
26,2,0,2,ObjectConstructor.keys(object): string[]
26,2,0,3,"sortBy(unknown, string)"
26,2,0,4,T[].sort(): this
26,2,0,5,T[].reverse(): T[]
26,2,0,6,"object[].sortBy(string, string)"
26,2,0,7,T[].forEach(function): void
26,2,0,8,sort(typeof compare)
26,2,0,9,reverse()
26,1,0,0,JSON.parse(string)
26,1,0,1,JSON.stringify(unknown): string
26,1,0,2,map(function)
26,1,0,3,T[].map(function): U[]
26,1,0,4,T[].slice(): T[]
26,1,0,5,JSON.stringify(function): string
26,1,0,6,slice()
26,1,0,7,slice(number)
26,1,0,8,T[].push(T[]): number
26,1,0,9,T[].forEach(function): void
26,1,1,0,JSON.parse(string)
26,1,1,1,JSON.stringify(unknown): string
26,1,1,2,JSON.stringify(object[]): string
26,1,1,3,map(function)
26,1,1,4,T[].map(function): U[]
26,1,1,5,JSON.stringify(function): string
26,1,1,6,slice(number)
26,1,1,7,T[].slice(number): T[]
26,1,1,8,structuredClone(unknown)
26,1,1,9,JSON.stringify(number[][]): string
26,6,0,0,use(unknown)
26,6,0,1,static(string)
26,6,0,2,"use(string, unknown)"
26,6,0,3,static(unknown)
26,6,0,4,"join(unknown, string)"
26,6,0,5,express()
26,6,0,6,"get(string, function)"
26,6,0,7,listen(number)
26,6,0,8,"use(string, function)"
26,6,0,9,"join(unknown, string, string, string)"
26,6,1,0,use(unknown)
26,6,1,1,static(string)
26,6,1,2,"use(string, unknown)"
26,6,1,3,static(unknown)
26,6,1,4,"join(unknown, string)"
26,6,1,5,express()
26,6,1,6,"get(string, function)"
26,6,1,7,listen(number)
26,6,1,8,"use(string, function)"
26,6,1,9,"join(unknown, string, string, string)"
26,6,2,0,static(string)
26,6,2,1,use(unknown)
26,6,2,2,"use(string, unknown)"
26,6,2,3,"join(unknown, string)"
26,6,2,4,express()
26,6,2,5,static(unknown)
26,6,2,6,"get(string, function)"
26,6,2,7,listen(number)
26,6,2,8,"post(string, function)"
26,6,2,9,"resolve(unknown, string)"
27,4,0,0,Intl.NumberFormat.format(number | bigint): string
27,4,0,1,Number.toFixed(number): string
27,4,0,2,"String.replace(object, string): string"
27,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
27,4,0,4,toFixed(number)
27,4,0,5,"String.replace(string | RegExp, string): string"
27,4,0,6,"replace(regex, string)"
27,4,0,7,formatMoney(number)
27,4,0,8,format(string)
27,4,0,9,Number.toLocaleString(): string
27,3,0,0,"T[].reduce(function, U): U"
27,3,0,1,T[].find(function): T
27,3,0,2,T[].includes(T): boolean
27,3,0,3,T[].filter(function): T[]
27,3,0,4,T[].indexOf(T): number
27,3,0,5,filter(function)
27,3,0,6,T[].some(function): boolean
27,3,0,7,find(function)
27,3,0,8,T[].findIndex(function): number
27,3,0,9,"grep(unknown, function)"
27,5,0,0,format(string)
27,5,0,1,utc(unknown)
27,5,0,2,duration(unknown)
27,5,0,3,diff(unknown)
27,5,0,4,"duration(number, string)"
27,5,0,5,asHours()
27,5,0,6,moment(string)
27,5,0,7,"diff(unknown, string)"
27,5,0,8,asMilliseconds()
27,5,0,9,moment(unknown)
27,5,1,0,"subtract(number, string)"
27,5,1,1,format(string)
27,5,1,2,moment()
27,5,1,3,"add(number, string)"
27,5,1,4,moment(string)
27,5,1,5,moment(number)
27,5,1,6,diff(unknown)
27,5,1,7,subtract(unknown)
27,5,1,8,Number.toString(): string
27,5,1,9,unix()
28,2,0,0,T[].sort(function): this
28,2,0,1,sort(function)
28,2,0,2,ObjectConstructor.keys(object): string[]
28,2,0,3,"sortBy(unknown, string)"
28,2,0,4,T[].sort(): this
28,2,0,5,T[].reverse(): T[]
28,2,0,6,"object[].sortBy(string, string)"
28,2,0,7,T[].forEach(function): void
28,2,0,8,sort(typeof compare)
28,2,0,9,reverse()
28,2,1,0,T[].sort(function): this
28,2,1,1,sort(function)
28,2,1,2,T[].sort(): this
28,2,1,3,reverse()
28,2,1,4,T[].forEach(function): void
28,2,1,5,"sortBy(unknown, string)"
28,2,1,6,"object[].sortBy(string, string)"
28,2,1,7,function.(): void
28,2,1,8,object[].sortBy(string)
28,2,1,9,sortBy(string)
28,4,0,0,Intl.NumberFormat.format(number | bigint): string
28,4,0,1,Number.toFixed(number): string
28,4,0,2,"String.replace(object, string): string"
28,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
28,4,0,4,toFixed(number)
28,4,0,5,"String.replace(string | RegExp, string): string"
28,4,0,6,"replace(regex, string)"
28,4,0,7,formatMoney(number)
28,4,0,8,format(string)
28,4,0,9,Number.toLocaleString(): string
28,6,0,0,static(unknown)
28,6,0,1,use(unknown)
28,6,0,2,"join(unknown, string)"
28,6,0,3,"use(string, unknown)"
28,6,0,4,static(string)
28,6,0,5,"use(string, function)"
28,6,0,6,express()
28,6,0,7,"get(string, function)"
28,6,0,8,"listen(number, function)"
28,6,0,9,"use(string, function, unknown)"
28,6,1,0,"T[].reduce(function, U): U"
28,6,1,1,static(string)
28,6,1,2,use(unknown)
28,6,1,3,"use(string, unknown)"
28,6,1,4,express()
28,6,1,5,"get(string, function)"
28,6,1,6,static(unknown)
28,6,1,7,"join(unknown, string)"
28,6,1,8,"listen(number, function)"
28,6,1,9,"use(string, function)"
28,6,2,0,static(string)
28,6,2,1,use(unknown)
28,6,2,2,"get(string, function)"
28,6,2,3,static(unknown)
28,6,2,4,"use(string, unknown)"
28,6,2,5,"join(unknown, string)"
28,6,2,6,"use(string, function, unknown)"
28,6,2,7,express()
28,6,2,8,"use(string, function)"
28,6,2,9,use(function)
29,2,0,0,T[].sort(function): this
29,2,0,1,sort(function)
29,2,0,2,ObjectConstructor.keys(object): string[]
29,2,0,3,"sortBy(unknown, string)"
29,2,0,4,T[].sort(): this
29,2,0,5,T[].reverse(): T[]
29,2,0,6,"object[].sortBy(string, string)"
29,2,0,7,T[].forEach(function): void
29,2,0,8,sort(typeof compare)
29,2,0,9,reverse()
29,4,0,0,Intl.NumberFormat.format(number | bigint): string
29,4,0,1,Number.toFixed(number): string
29,4,0,2,"String.replace(object, string): string"
29,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
29,4,0,4,toFixed(number)
29,4,0,5,"String.replace(string | RegExp, string): string"
29,4,0,6,"replace(regex, string)"
29,4,0,7,formatMoney(number)
29,4,0,8,format(string)
29,4,0,9,Number.toLocaleString(): string
29,6,0,0,"get(string, function)"
29,6,0,1,use(unknown)
29,6,0,2,"use(string, unknown)"
29,6,0,3,Router()
29,6,0,4,"join(unknown, string)"
29,6,0,5,"use(string, function)"
29,6,0,6,express()
29,6,0,7,use(function)
29,6,0,8,T[].forEach(function): void
29,6,0,9,()
29,6,1,0,use(unknown)
29,6,1,1,static(unknown)
29,6,1,2,static(string)
29,6,1,3,"use(string, unknown)"
29,6,1,4,"join(unknown, string)"
29,6,1,5,"use(string, function)"
29,6,1,6,use(function)
29,6,1,7,"get(string, unknown)"
29,6,1,8,"join(unknown, string, string)"
29,6,1,9,cwd()
30,4,0,0,Intl.NumberFormat.format(number | bigint): string
30,4,0,1,Number.toFixed(number): string
30,4,0,2,"String.replace(object, string): string"
30,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
30,4,0,4,toFixed(number)
30,4,0,5,"String.replace(string | RegExp, string): string"
30,4,0,6,"replace(regex, string)"
30,4,0,7,formatMoney(number)
30,4,0,8,format(string)
30,4,0,9,Number.toLocaleString(): string
30,3,0,0,"T[].reduce(function, U): U"
30,3,0,1,T[].find(function): T
30,3,0,2,filter(function)
30,3,0,3,T[].filter(function): T[]
30,3,0,4,find(function)
30,3,0,5,T[].indexOf(T): number
30,3,0,6,T[].some(function): boolean
30,3,0,7,T[].includes(T): boolean
30,3,0,8,"grep(unknown, function)"
30,3,0,9,map(function)
30,5,0,0,diff(unknown)
30,5,0,1,format(string)
30,5,0,2,moment(string)
30,5,0,3,moment()
30,5,0,4,"subtract(number, string)"
30,5,0,5,subtract(unknown)
30,5,0,6,duration(unknown)
30,5,0,7,moment(unknown)
30,5,0,8,toString()
30,5,0,9,subtract(object)
31,4,0,0,Intl.NumberFormat.format(number | bigint): string
31,4,0,1,Number.toFixed(number): string
31,4,0,2,"String.replace(object, string): string"
31,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
31,4,0,4,toFixed(number)
31,4,0,5,"String.replace(string | RegExp, string): string"
31,4,0,6,"replace(regex, string)"
31,4,0,7,formatMoney(number)
31,4,0,8,format(string)
31,4,0,9,Number.toLocaleString(): string
31,3,0,0,"T[].reduce(function, U): U"
31,3,0,1,T[].filter(function): T[]
31,3,0,2,T[].find(function): T
31,3,0,3,T[].includes(T): boolean
31,3,0,4,filter(function)
31,3,0,5,T[].indexOf(T): number
31,3,0,6,T[].findIndex(function): number
31,3,0,7,T[].some(function): boolean
31,3,0,8,find(function)
31,3,0,9,T[].map(function): U[]
31,5,0,0,"subtract(number, string)"
31,5,0,1,format(string)
31,5,0,2,moment()
31,5,0,3,"add(number, string)"
31,5,0,4,diff(unknown)
31,5,0,5,moment(number)
31,5,0,6,"tz(Date, string, string)"
31,5,0,7,local()
31,5,0,8,"subtract(string, number)"
31,5,0,9,moment(string)
32,2,0,0,T[].sort(function): this
32,2,0,1,sort(function)
32,2,0,2,ObjectConstructor.keys(object): string[]
32,2,0,3,"sortBy(unknown, string)"
32,2,0,4,T[].sort(): this
32,2,0,5,T[].reverse(): T[]
32,2,0,6,"object[].sortBy(string, string)"
32,2,0,7,T[].forEach(function): void
32,2,0,8,sort(typeof compare)
32,2,0,9,reverse()
32,1,0,0,JSON.parse(string)
32,1,0,1,JSON.stringify(unknown): string
32,1,0,2,map(function)
32,1,0,3,T[].map(function): U[]
32,1,0,4,T[].slice(): T[]
32,1,0,5,JSON.stringify(function): string
32,1,0,6,slice()
32,1,0,7,slice(number)
32,1,0,8,T[].push(T[]): number
32,1,0,9,T[].forEach(function): void
32,6,0,0,use(unknown)
32,6,0,1,static(string)
32,6,0,2,static(unknown)
32,6,0,3,"use(string, unknown)"
32,6,0,4,"join(unknown, string)"
32,6,0,5,"use(string, function)"
32,6,0,6,express()
32,6,0,7,"get(string, function)"
32,6,0,8,listen(number)
32,6,0,9,"join(unknown, string, string, string)"
33,2,0,0,T[].sort(function): this
33,2,0,1,sort(function)
33,2,0,2,ObjectConstructor.keys(object): string[]
33,2,0,3,"sortBy(unknown, string)"
33,2,0,4,T[].sort(): this
33,2,0,5,T[].reverse(): T[]
33,2,0,6,"object[].sortBy(string, string)"
33,2,0,7,T[].forEach(function): void
33,2,0,8,sort(typeof compare)
33,2,0,9,reverse()
33,4,0,0,Intl.NumberFormat.format(number | bigint): string
33,4,0,1,Number.toFixed(number): string
33,4,0,2,"String.replace(object, string): string"
33,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
33,4,0,4,toFixed(number)
33,4,0,5,"String.replace(string | RegExp, string): string"
33,4,0,6,"replace(regex, string)"
33,4,0,7,formatMoney(number)
33,4,0,8,format(string)
33,4,0,9,Number.toLocaleString(): string
33,6,0,0,static(string)
33,6,0,1,use(unknown)
33,6,0,2,"use(string, unknown)"
33,6,0,3,"get(string, function)"
33,6,0,4,"use(string, function)"
33,6,0,5,static(unknown)
33,6,0,6,"use(string, function, unknown)"
33,6,0,7,use(function)
33,6,0,8,"join(unknown, string)"
33,6,0,9,"get(string, unknown)"
34,2,0,0,T[].sort(function): this
34,2,0,1,sort(function)
34,2,0,2,ObjectConstructor.keys(object): string[]
34,2,0,3,"sortBy(unknown, string)"
34,2,0,4,T[].sort(): this
34,2,0,5,T[].reverse(): T[]
34,2,0,6,"object[].sortBy(string, string)"
34,2,0,7,T[].forEach(function): void
34,2,0,8,sort(typeof compare)
34,2,0,9,reverse()
34,1,0,0,JSON.parse(string)
34,1,0,1,JSON.stringify(unknown): string
34,1,0,2,map(function)
34,1,0,3,T[].map(function): U[]
34,1,0,4,T[].slice(): T[]
34,1,0,5,JSON.stringify(function): string
34,1,0,6,slice()
34,1,0,7,slice(number)
34,1,0,8,T[].push(T[]): number
34,1,0,9,T[].forEach(function): void
34,6,0,0,"get(string, function)"
34,6,0,1,use(unknown)
34,6,0,2,()
34,6,0,3,"join(unknown, string)"
34,6,0,4,"use(string, unknown)"
34,6,0,5,listen(number)
34,6,0,6,T[].forEach(function): void
34,6,0,7,Router()
34,6,0,8,express()
34,6,0,9,"put(string, function)"
34,6,1,0,static(string)
34,6,1,1,use(unknown)
34,6,1,2,"use(string, unknown)"
34,6,1,3,express()
34,6,1,4,static(unknown)
34,6,1,5,listen(number)
34,6,1,6,"join(unknown, string)"
34,6,1,7,createServer(function)
34,6,1,8,"get(string, function)"
34,6,1,9,"listen(number, function)"
35,2,0,0,T[].sort(function): this
35,2,0,1,sort(function)
35,2,0,2,ObjectConstructor.keys(object): string[]
35,2,0,3,"sortBy(unknown, string)"
35,2,0,4,T[].sort(): this
35,2,0,5,T[].reverse(): T[]
35,2,0,6,"object[].sortBy(string, string)"
35,2,0,7,T[].forEach(function): void
35,2,0,8,sort(typeof compare)
35,2,0,9,reverse()
35,4,0,0,Intl.NumberFormat.format(number | bigint): string
35,4,0,1,Number.toFixed(number): string
35,4,0,2,"String.replace(object, string): string"
35,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
35,4,0,4,toFixed(number)
35,4,0,5,"String.replace(string | RegExp, string): string"
35,4,0,6,"replace(regex, string)"
35,4,0,7,formatMoney(number)
35,4,0,8,format(string)
35,4,0,9,Number.toLocaleString(): string
35,6,0,0,"T[].reduce(function, U): U"
35,6,0,1,static(unknown)
35,6,0,2,use(unknown)
35,6,0,3,"use(string, unknown)"
35,6,0,4,"join(unknown, string)"
35,6,0,5,static(string)
35,6,0,6,"use(string, function)"
35,6,0,7,"get(string, function)"
35,6,0,8,"get(string, unknown)"
35,6,0,9,express()
36,3,0,0,"T[].reduce(function, U): U"
36,3,0,1,T[].filter(function): T[]
36,3,0,2,T[].find(function): T
36,3,0,3,T[].includes(T): boolean
36,3,0,4,filter(function)
36,3,0,5,T[].indexOf(T): number
36,3,0,6,T[].findIndex(function): number
36,3,0,7,T[].some(function): boolean
36,3,0,8,find(function)
36,3,0,9,T[].map(function): U[]
36,5,0,0,format(string)
36,5,0,1,subtract(unknown)
36,5,0,2,"moment(string, string)"
36,5,0,3,moment(unknown)
36,5,0,4,diff(unknown)
36,5,0,5,moment()
36,5,0,6,"subtract(number, string)"
36,5,0,7,subtract(object)
36,5,0,8,moment(string)
36,5,0,9,"subtract(unknown, string)"
37,2,0,0,T[].sort(function): this
37,2,0,1,sort(function)
37,2,0,2,ObjectConstructor.keys(object): string[]
37,2,0,3,"sortBy(unknown, string)"
37,2,0,4,T[].sort(): this
37,2,0,5,T[].reverse(): T[]
37,2,0,6,"object[].sortBy(string, string)"
37,2,0,7,T[].forEach(function): void
37,2,0,8,sort(typeof compare)
37,2,0,9,reverse()
37,4,0,0,Intl.NumberFormat.format(number | bigint): string
37,4,0,1,Number.toFixed(number): string
37,4,0,2,"String.replace(object, string): string"
37,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
37,4,0,4,toFixed(number)
37,4,0,5,"String.replace(string | RegExp, string): string"
37,4,0,6,"replace(regex, string)"
37,4,0,7,formatMoney(number)
37,4,0,8,format(string)
37,4,0,9,Number.toLocaleString(): string
37,6,0,0,"get(string, function)"
37,6,0,1,"use(string, unknown)"
37,6,0,2,Router()
37,6,0,3,express()
37,6,0,4,use(function)
37,6,0,5,T[].forEach(function): void
37,6,0,6,()
37,6,0,7,"get(string, unknown)"
37,6,0,8,use(unknown)
37,6,0,9,"join(unknown, string)"
37,6,1,0,"get(string, function)"
37,6,1,1,"use(string, function)"
37,6,1,2,"use(string, unknown)"
37,6,1,3,express()
37,6,1,4,"listen(number, function)"
37,6,1,5,listen(number)
37,6,1,6,Router()
37,6,1,7,()
37,6,1,8,createServer(unknown)
37,6,1,9,"use(string, typeof sendGreeting)"
37,6,2,0,"get(string, function)"
37,6,2,1,Schema(object)
37,6,2,2,DateConstructor.now(): number
37,6,2,3,use(unknown)
37,6,2,4,T[].forEach(function): void
37,6,2,5,"model(string, unknown)"
37,6,2,6,express()
37,6,2,7,()
37,6,2,8,"join(unknown, string)"
37,6,2,9,"get(string, typeof validate, function)"
37,6,3,0,"get(string, function)"
37,6,3,1,"use(string, unknown)"
37,6,3,2,Router()
37,6,3,3,express()
37,6,3,4,use(function)
37,6,3,5,T[].forEach(function): void
37,6,3,6,()
37,6,3,7,"get(string, unknown)"
37,6,3,8,use(unknown)
37,6,3,9,"join(unknown, string)"
37,6,4,0,"get(string, function)"
37,6,4,1,"use(string, unknown)"
37,6,4,2,"get(string, unknown)"
37,6,4,3,express()
37,6,4,4,Router()
37,6,4,5,route(string)
37,6,4,6,"join(unknown, string)"
37,6,4,7,static(unknown)
37,6,4,8,use(unknown)
37,6,4,9,"get(string, typeof validate, function)"
37,6,5,0,"get(string, function)"
37,6,5,1,use(unknown)
37,6,5,2,static(string)
37,6,5,3,express()
37,6,5,4,dirname(unknown)
37,6,5,5,"use(string, unknown)"
37,6,5,6,use(function)
37,6,5,7,"resolve(unknown, string)"
37,6,5,8,listen(number)
37,6,5,9,static(unknown)
37,6,6,0,"get(string, function)"
37,6,6,1,"param(string, function)"
37,6,6,2,param(string)
37,6,6,3,"get(string, function, unknown, unknown, unknown, unknown, unknown)"
37,6,6,4,express()
37,6,6,5,"set(string, string)"
37,6,6,6,use(unknown)
37,6,6,7,static(string)
37,6,6,8,urlencoded(object)
37,6,6,9,json()
37,6,7,0,"get(string, function)"
37,6,7,1,"use(string, function)"
37,6,7,2,Router()
37,6,7,3,get(string)
37,6,7,4,parse(unknown)
37,6,7,5,"use(string, unknown)"
37,6,7,6,"listen(number, function)"
37,6,7,7,use(function)
37,6,7,8,"get(string, unknown)"
37,6,7,9,test(unknown)
37,6,8,0,"get(string, function)"
37,6,8,1,use(unknown)
37,6,8,2,static(string)
37,6,8,3,express()
37,6,8,4,dirname(unknown)
37,6,8,5,"use(string, unknown)"
37,6,8,6,use(function)
37,6,8,7,"resolve(unknown, string)"
37,6,8,8,listen(number)
37,6,8,9,static(unknown)
38,5,0,0,format(string)
38,5,0,1,moment(string)
38,5,0,2,moment(unknown)
38,5,0,3,diff(unknown)
38,5,0,4,subtract(unknown)
38,5,0,5,"moment(string, string)"
38,5,0,6,toString()
38,5,0,7,subtract(object)
38,5,0,8,moment()
38,5,0,9,Number.toString(): string
39,2,0,0,T[].sort(function): this
39,2,0,1,sort(function)
39,2,0,2,ObjectConstructor.keys(object): string[]
39,2,0,3,"sortBy(unknown, string)"
39,2,0,4,T[].sort(): this
39,2,0,5,T[].reverse(): T[]
39,2,0,6,"object[].sortBy(string, string)"
39,2,0,7,T[].forEach(function): void
39,2,0,8,sort(typeof compare)
39,2,0,9,reverse()
39,4,0,0,Intl.NumberFormat.format(number | bigint): string
39,4,0,1,Number.toFixed(number): string
39,4,0,2,"String.replace(object, string): string"
39,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
39,4,0,4,toFixed(number)
39,4,0,5,"String.replace(string | RegExp, string): string"
39,4,0,6,"replace(regex, string)"
39,4,0,7,formatMoney(number)
39,4,0,8,format(string)
39,4,0,9,Number.toLocaleString(): string
39,6,0,0,use(unknown)
39,6,0,1,static(string)
39,6,0,2,static(unknown)
39,6,0,3,"join(unknown, string)"
39,6,0,4,"use(string, unknown)"
39,6,0,5,express()
39,6,0,6,listen(number)
39,6,0,7,"get(string, function)"
39,6,0,8,"use(string, function)"
39,6,0,9,configure(function)
40,4,0,0,Intl.NumberFormat.format(number | bigint): string
40,4,0,1,Number.toFixed(number): string
40,4,0,2,"String.replace(object, string): string"
40,4,0,3,"Number.toLocaleString(Intl.LocalesArgument, Intl.NumberFormatOptions): string"
40,4,0,4,toFixed(number)
40,4,0,5,"String.replace(string | RegExp, string): string"
40,4,0,6,"replace(regex, string)"
40,4,0,7,formatMoney(number)
40,4,0,8,format(string)
40,4,0,9,Number.toLocaleString(): string
40,3,0,0,"T[].reduce(function, U): U"
40,3,0,1,T[].find(function): T
40,3,0,2,filter(function)
40,3,0,3,T[].filter(function): T[]
40,3,0,4,find(function)
40,3,0,5,T[].indexOf(T): number
40,3,0,6,T[].some(function): boolean
40,3,0,7,T[].includes(T): boolean
40,3,0,8,"grep(unknown, function)"
40,3,0,9,map(function)
40,5,0,0,format(string)
40,5,0,1,moment()
40,5,0,2,moment(unknown)
40,5,0,3,"moment(string, string)"
40,5,0,4,endOf(string)
40,5,0,5,moment(string)
40,5,0,6,dateFormatwithSec(string)
40,5,0,7,utc()
40,5,0,8,format()
40,5,0,9,T[].map(function): U[]
40,5,1,0,"subtract(number, string)"
40,5,1,1,format(string)
40,5,1,2,moment(string)
40,5,1,3,moment()
40,5,1,4,diff(unknown)
40,5,1,5,subtract(unknown)
40,5,1,6,Number.toString(): string
40,5,1,7,unix()
40,5,1,8,duration(unknown)
40,5,1,9,toString()
