pid,tid,search,result,loadSeq,time
91073,find,1,3,3,1230
91073,find,1,4,4,1230
91073,find,1,5,5,1230
91073,find,1,6,6,1231
91073,find,1,7,7,1231
91073,find,1,8,8,1231
91073,find,1,9,9,1231
91073,find,2,0,0,1237
91073,find,2,1,1,1237
91073,find,2,2,2,1237
91073,find,2,3,3,1237
91073,find,2,4,4,1237
91073,find,2,5,5,1238
91073,find,2,6,6,1238
91073,find,2,7,7,1238
91073,find,2,8,8,1238
91073,find,2,9,9,1238
91073,recent,0,0,0,3427
91073,recent,0,1,1,3427
91073,recent,0,2,2,3427
91073,recent,0,3,3,3427
91073,recent,0,4,4,3427
91073,recent,0,5,5,3427
91073,recent,0,6,6,3427
91073,recent,0,7,7,3427
91073,recent,0,8,8,3427
91073,recent,0,9,9,3427
91073,recent,1,0,0,3187
91073,recent,1,1,1,3188
91073,recent,1,2,2,3188
91073,recent,1,3,3,3188
91073,recent,1,4,4,3188
91073,recent,1,5,5,3188
91073,recent,1,6,6,3188
91073,recent,1,7,7,3188
91073,recent,1,8,8,3188
91073,recent,1,9,9,3188
91073,clone,0,2,0,2148
91073,clone,0,3,1,2469
91073,clone,0,4,2,2602
91073,clone,0,1,3,2749
91073,clone,0,6,4,3542
91073,clone,0,7,5,3641
91073,clone,0,9,6,4075
91073,clone,0,0,7,5974
91073,clone,0,5,8,6119
91073,clone,0,8,9,7983
91073,serve,0,2,0,4809
91073,serve,0,0,1,5389
91073,serve,0,3,2,5537
91073,serve,0,1,3,5655
91073,serve,0,6,4,6089
91073,serve,0,5,5,6145
91073,serve,0,8,6,6677
91073,serve,0,9,7,6865
91073,serve,0,7,8,6906
91073,serve,0,4,9,7236
91073,serve,1,1,0,2225
91073,serve,1,2,1,3225
91073,serve,1,4,2,4100
91073,serve,1,5,3,4385
91073,serve,1,6,4,4636
91073,serve,1,0,5,5079
91073,serve,1,8,6,5308
91073,serve,1,9,7,5585
91073,serve,1,3,8,6675
91073,serve,1,7,9,8318
92307,sort,0,0,0,6823
92307,sort,0,1,1,7316
92307,sort,0,2,2,8311
92307,sort,0,3,3,9252
92307,sort,0,4,4,9921
92307,sort,0,5,5,16652
92307,sort,0,6,6,17504
92307,sort,0,7,7,17889
92307,sort,0,8,8,19233
92307,find,0,0,0,1210
92307,find,0,1,1,1210
92307,find,0,2,2,1210
92307,find,0,3,3,1210
92307,find,0,4,4,1210
92307,find,0,5,5,1210
92307,find,0,6,6,1210
92307,find,0,7,7,1210
92307,find,0,8,8,1210
92307,find,0,9,9,1210
92307,currency,0,0,0,6394
92307,currency,0,1,1,6865
92307,currency,0,2,2,7597
92307,currency,0,3,3,8374
92307,currency,0,4,4,9021
92307,currency,0,5,5,9324
92307,currency,0,6,6,9771
92307,currency,0,7,7,11219
92307,currency,0,8,8,11545
92307,clone,0,0,0,1212
92307,clone,0,1,1,1212
92307,clone,0,2,2,1212
92307,clone,0,3,3,1212
92307,clone,0,4,4,1212
92307,clone,0,5,5,1212
92307,clone,0,6,6,1212
92307,clone,0,7,7,1212
92307,clone,0,8,8,1212
92307,clone,0,9,9,1212
92307,recent,0,0,0,3646
92307,recent,0,1,1,3646
92307,recent,0,2,2,3646
92307,recent,0,3,3,3646
92307,recent,0,4,4,3646
92307,recent,0,5,5,3646
92307,recent,0,6,6,3646
92307,recent,0,7,7,3646
92307,recent,0,8,8,3646
92307,recent,0,9,9,3646
92307,recent,1,0,0,3288
92307,recent,1,1,1,3288
92307,recent,1,2,2,3288
92307,recent,1,3,3,3288
92307,recent,1,4,4,3288
92307,recent,1,5,5,3288
92307,recent,1,6,6,3288
92307,recent,1,7,7,3288
92307,recent,1,8,8,3288
92307,recent,1,9,9,3288
92307,serve,0,0,0,2599
92307,serve,0,1,1,3707
92307,serve,0,2,2,4467
92307,serve,0,3,3,4742
92307,serve,0,4,4,5147
92307,serve,0,5,5,6256
92307,serve,0,6,6,6647
92307,serve,0,7,7,7036
92307,serve,0,8,8,7700
92307,serve,0,9,9,8150
92652,currency,0,0,0,1215
92652,currency,0,1,1,1216
92652,currency,0,2,2,1216
92652,currency,0,3,3,1216
92652,currency,0,4,4,1216
92652,currency,0,5,5,1216
92652,currency,0,6,6,1216
92652,currency,0,7,7,1216
92652,currency,0,8,8,1216
92652,currency,0,9,9,1216
92652,find,0,2,0,3507
92652,find,0,1,1,4017
92652,find,0,5,2,5138
92652,find,0,3,3,6931
92652,find,0,0,4,7629
92652,find,0,8,5,8811
92652,find,0,7,6,9319
92652,find,0,9,7,9727
92652,find,0,4,8,9924
92652,find,0,6,9,10589
92652,recent,0,4,0,3269
92652,recent,0,2,1,3516
92652,recent,0,5,2,3675
92652,recent,0,1,3,3865
92652,recent,0,7,4,4535
92652,recent,0,8,5,4822
92652,recent,0,3,6,5013
92652,recent,0,6,7,5091
92652,recent,0,0,8,5268
92652,recent,0,9,9,5557
93100,sort,0,1,0,1821
93100,sort,0,4,1,2210
93100,sort,0,3,2,2941
93100,sort,0,2,3,3406
93100,sort,0,7,4,3822
93100,sort,0,6,5,4311
93100,sort,0,9,6,5689
93100,sort,0,8,7,5871
93100,sort,0,0,8,9787
93100,sort,0,5,9,10907
93100,clone,0,0,0,1209
93100,clone,0,1,1,1209
93100,clone,0,2,2,1209
93100,clone,0,3,3,1209
93100,clone,0,4,4,1209
93100,clone,0,5,5,1209
93100,clone,0,6,6,1209
93100,clone,0,7,7,1209
93100,clone,0,8,8,1209
93100,clone,0,9,9,1209
93100,recent,0,0,0,3360
93100,recent,0,1,1,3360
93100,recent,0,2,2,3360
93100,recent,0,3,3,3360
93100,recent,0,4,4,3360
93100,recent,0,5,5,3360
93100,recent,0,6,6,3360
93100,recent,0,7,7,3360
93100,recent,0,8,8,3360
93100,recent,0,9,9,3360
93100,recent,1,0,0,3003
93100,recent,1,1,1,3003
93100,recent,1,2,2,3003
93100,recent,1,3,3,3003
93100,recent,1,4,4,3003
93100,recent,1,5,5,3003
93100,recent,1,6,6,3003
93100,recent,1,7,7,3003
93100,recent,1,8,8,3003
93100,recent,1,9,9,3003
93100,currency,0,0,0,5347
93100,currency,0,1,1,5793
93100,currency,0,2,2,6208
93100,currency,0,3,3,6812
93100,currency,0,4,4,7409
93100,currency,0,5,5,7767
93100,currency,0,6,6,8129
93100,currency,0,7,7,9424
93100,currency,0,8,8,9887
96947,currency,0,0,0,1207
96947,currency,0,1,1,1207
96947,currency,0,2,2,1207
96947,currency,0,3,3,1207
96947,currency,0,4,4,1207
96947,currency,0,5,5,1207
96947,currency,0,6,6,1207
96947,currency,0,7,7,1207
96947,currency,0,8,8,1207
96947,currency,0,9,9,1207
96947,currency,1,0,0,3781
96947,currency,1,1,1,3781
96947,currency,1,2,2,3781
96947,currency,1,3,3,3781
96947,currency,1,4,4,3781
96947,currency,1,5,5,3781
96947,currency,1,6,6,3781
96947,currency,1,7,7,3781
96947,currency,1,8,8,3781
96947,currency,1,9,9,3781
96947,recent,0,0,0,3739
96947,recent,0,1,1,4363
96947,recent,0,2,2,4704
96947,recent,0,3,3,5173
96947,recent,0,4,4,6061
96947,recent,0,5,5,6309
96947,recent,0,6,6,7369
96947,recent,0,7,7,7751
96947,recent,0,8,8,8543
96947,recent,0,9,9,8738
96947,serve,0,0,0,3553
96947,serve,0,1,1,3553
96947,serve,0,2,2,3553
96947,serve,0,3,3,3553
96947,serve,0,4,4,3553
96947,serve,0,5,5,3553
96947,serve,0,6,6,3553
96947,serve,0,7,7,3553
96947,serve,0,8,8,3553
96947,serve,0,9,9,3553
96947,serve,1,0,0,2546
96947,serve,1,1,1,2546
96947,serve,1,2,2,2546
96947,serve,1,3,3,2546
96947,serve,1,4,4,2546
96947,serve,1,5,5,2546
96947,serve,1,6,6,2547
96947,serve,1,7,7,2547
96947,serve,1,8,8,2547
96947,serve,1,9,9,2547
99741,sort,0,0,0,5496
99741,sort,0,1,1,6048
99741,sort,0,2,2,7095
99741,sort,0,3,3,7997
99741,sort,0,4,4,8564
99741,sort,0,5,5,14024
99741,sort,0,6,6,14727
99741,sort,0,7,7,15161
99741,sort,0,8,8,16268
99741,sort,0,9,9,17523
99741,find,0,0,0,1205
99741,find,0,1,1,1205
99741,find,0,2,2,1205
99741,find,0,3,3,1205
99741,find,0,4,4,1205
99741,find,0,5,5,1205
99741,find,0,6,6,1205
99741,find,0,7,7,1205
99741,find,0,8,8,1205
99741,find,0,9,9,1205
99741,clone,0,0,0,1205
99741,clone,0,1,1,1205
99741,clone,0,2,2,1205
99741,clone,0,3,3,1205
99741,clone,0,4,4,1205
99741,clone,0,5,5,1205
99741,clone,0,6,6,1205
99741,clone,0,7,7,1205
99741,clone,0,8,8,1205
99741,clone,0,9,9,1205
99741,clone,1,0,0,1204
99741,clone,1,1,1,1204
99741,clone,1,2,2,1204
99741,clone,1,3,3,1204
99741,clone,1,4,4,1204
99741,clone,1,5,5,1204
99741,clone,1,6,6,1204
99741,clone,1,7,7,1204
99741,clone,1,8,8,1204
99741,clone,1,9,9,1204
99741,recent,0,0,0,4979
99741,recent,0,1,1,4979
99741,recent,0,2,2,4979
99741,recent,0,3,3,4979
99741,recent,0,4,4,4979
99741,recent,0,5,5,4979
99741,recent,0,6,6,4979
99741,recent,0,7,7,4979
99741,recent,0,8,8,4979
99741,recent,0,9,9,4979
99741,recent,1,0,0,5138
99741,recent,1,1,1,5138
99741,recent,1,2,2,5138
99741,recent,1,3,3,5138
99741,recent,1,4,4,5138
99741,recent,1,5,5,5138
99741,recent,1,6,6,5138
99741,recent,1,7,7,5138
99741,recent,1,8,8,5138
99741,recent,1,9,9,5138
99741,recent,2,0,0,4584
99741,recent,2,1,1,4584
99741,recent,2,2,2,4584
99741,recent,2,3,3,4584
99741,recent,2,4,4,4584
99741,recent,2,5,5,4584
99741,recent,2,6,6,4584
99741,recent,2,7,7,4584
99741,recent,2,8,8,4584
99741,recent,2,9,9,4584
99741,recent,3,0,0,1212
99741,recent,3,1,1,1212
99741,recent,3,2,2,1212
99741,recent,3,3,3,1212
99741,recent,3,4,4,1212
99741,recent,3,5,5,1212
99741,recent,3,6,6,1212
99741,recent,3,7,7,1212
99741,recent,3,8,8,1212
99741,recent,3,9,9,1212
99741,currency,0,0,0,5472
99741,currency,0,1,1,8260
99741,currency,0,2,2,8733
99741,currency,0,3,3,9448
99741,currency,0,4,4,10048
99741,currency,0,5,5,10523
99741,currency,0,6,6,10838
99741,currency,0,7,7,12177
99741,currency,0,8,8,12715
99741,serve,0,0,0,2829
99741,serve,0,1,1,3277
99741,serve,0,2,2,3907
99741,serve,0,3,3,5798
99741,serve,0,4,4,6111
99741,serve,0,5,5,6889
99741,serve,0,6,6,7148
99741,serve,0,7,7,7474
99741,serve,0,8,8,8396
99741,serve,0,9,9,9416
99907,sort,0,0,0,1206
99907,sort,0,1,1,1206
99907,sort,0,2,2,1206
99907,sort,0,3,3,1206
99907,sort,0,4,4,1206
99907,sort,0,5,5,1206
99907,sort,0,6,6,1206
99907,sort,0,7,7,1206
99907,sort,0,8,8,1206
99907,sort,0,9,9,1206
99907,sort,1,0,0,3743
99907,sort,1,1,1,3743
99907,sort,1,2,2,3743
99907,sort,1,3,3,3743
99907,sort,1,4,4,3743
99907,sort,1,5,5,3743
99907,sort,1,6,6,3743
99907,sort,1,7,7,3743
99907,sort,1,8,8,3743
99907,sort,1,9,9,3743
99907,find,0,0,0,7104
99907,find,0,1,1,8419
99907,find,0,2,2,9507
99907,find,0,3,3,12098
99907,find,0,4,4,16798
99907,find,0,5,5,17664
99907,clone,0,0,0,1207
99907,clone,0,1,1,1208
99907,clone,0,2,2,1208
99907,clone,0,3,3,1208
99907,clone,0,4,4,1208
99907,clone,0,5,5,1208
99907,clone,0,6,6,1208
99907,clone,0,7,7,1208
99907,clone,0,8,8,1208
99907,clone,0,9,9,1208
99907,currency,0,0,0,5560
99907,currency,0,1,1,6069
99907,currency,0,2,2,6447
99907,currency,0,3,3,7107
99907,currency,0,4,4,7707
99907,currency,0,5,5,8180
99907,currency,0,6,6,8561
99907,currency,0,7,7,10075
99907,currency,0,8,8,10550
99907,recent,0,0,0,6026
99907,recent,0,1,1,6731
99907,recent,0,2,2,8511
99907,recent,0,3,3,9090
99907,recent,0,4,4,9695
99907,recent,0,5,5,9876
99907,recent,0,6,6,10494
99907,recent,0,7,7,11036
99907,recent,0,8,8,11478
99907,recent,0,9,9,12290
99907,recent,1,0,0,2810
99907,recent,1,1,1,3743
99907,recent,1,2,2,4102
99907,recent,1,3,3,4482
99907,recent,1,4,4,4934
99907,recent,1,5,5,5385
99907,recent,1,6,6,5603
99907,recent,1,7,7,7113
99907,recent,1,8,8,7530
99907,recent,1,9,9,8101
99907,serve,0,0,0,2950
99907,serve,0,1,1,2950
99907,serve,0,2,2,2950
99907,serve,0,3,3,2950
99907,serve,0,4,4,2950
99907,serve,0,5,5,2950
99907,serve,0,6,6,2950
99907,serve,0,7,7,2950
99907,serve,0,8,8,2950
99907,serve,0,9,9,2950
99907,serve,1,0,0,2441
99907,serve,1,1,1,2441
99907,serve,1,2,2,2441
99907,serve,1,3,3,2441
99907,serve,1,4,4,2441
99907,serve,1,5,5,2441
99907,serve,1,6,6,2441
99907,serve,1,7,7,2441
99907,serve,1,8,8,2441
99907,serve,1,9,9,2441
99907,serve,2,0,0,2589
99907,serve,2,1,1,2589
99907,serve,2,2,2,2589
99907,serve,2,3,3,2589
99907,serve,2,4,4,2589
99907,serve,2,5,5,2589
99907,serve,2,6,6,2589
99907,serve,2,7,7,2589
99907,serve,2,8,8,2589
99907,serve,2,9,9,2589
99907,serve,3,0,0,2605
99907,serve,3,1,1,2605
99907,serve,3,2,2,2605
99907,serve,3,3,3,2605
99907,serve,3,4,4,2605
99907,serve,3,5,5,2605
99907,serve,3,6,6,2605
99907,serve,3,7,7,2605
99907,serve,3,8,8,2605
99907,serve,3,9,9,2605
99907,serve,4,0,0,4536
99907,serve,4,1,1,4536
99907,serve,4,2,2,4536
99907,serve,4,3,3,4536
99907,serve,4,4,4,4536
99907,serve,4,5,5,4536
99907,serve,4,6,6,4536
99907,serve,4,7,7,4536
99907,serve,4,8,8,4536
99907,serve,4,9,9,4536
99907,serve,5,0,0,3258
99907,serve,5,1,1,3258
99907,serve,5,2,2,3258
99907,serve,5,3,3,3258
99907,serve,5,4,4,3258
99907,serve,5,5,5,3258
99907,serve,5,6,6,3258
99907,serve,5,7,7,3258
99907,serve,5,8,8,3258
99907,serve,5,9,9,3258
99907,serve,6,0,0,3725
99907,serve,6,1,1,3725
99907,serve,6,2,2,3725
99907,serve,6,3,3,3725
99907,serve,6,4,4,3725
99907,serve,6,5,5,3725
99907,serve,6,6,6,3725
99907,serve,6,7,7,3725
99907,serve,6,8,8,3725
99907,serve,6,9,9,3725
99907,serve,7,0,0,4096
99907,serve,7,1,1,4096
99907,serve,7,2,2,4096
99907,serve,7,3,3,4096
99907,serve,7,4,4,4096
99907,serve,7,5,5,4096
99907,serve,7,6,6,4096
99907,serve,7,7,7,4096
99907,serve,7,8,8,4096
99907,serve,7,9,9,4096
12830,sort,0,0,0,5444
12830,sort,0,1,1,5911
12830,sort,0,2,2,6889
12830,sort,0,3,3,7628
12830,sort,0,4,4,8263
12830,sort,0,5,5,13877
12830,sort,0,6,6,14627
12830,sort,0,7,7,14990
12830,sort,0,8,8,16151
12830,sort,0,9,9,17253
12830,sort,1,0,0,6775
12830,sort,1,1,1,7234
12830,sort,1,2,2,8402
12830,sort,1,3,3,8846
12830,sort,1,4,4,13543
12830,sort,1,5,5,14141
12830,sort,1,6,6,14520
12830,sort,1,7,7,15452
12830,sort,1,8,8,16178
12830,sort,1,9,9,16360
14987,recent,0,2,0,3721
14987,recent,0,1,1,5222
14987,recent,0,3,2,6306
14987,recent,0,0,3,7276
14987,recent,0,5,4,7506
14987,recent,0,7,5,9761
14987,recent,0,4,6,9836
14987,recent,0,9,7,11310
14987,recent,0,8,8,14172
14987,recent,0,6,9,14393
17380,recent,0,0,0,2485
17380,recent,0,1,1,3803
17380,recent,0,2,2,3920
17380,recent,0,3,3,3960
17380,recent,0,6,4,4542
17380,recent,0,4,5,4582
17380,recent,0,5,6,4998
17380,recent,0,8,7,5062
17380,recent,0,7,8,5093
17380,recent,0,9,9,5311
17380,recent,1,1,0,4951
17380,recent,1,0,1,5289
17380,recent,1,2,2,5610
17380,recent,1,4,3,5846
17380,recent,1,3,4,7006
17380,recent,1,7,5,8962
17380,recent,1,8,6,9680
17380,recent,1,5,7,9910
17380,recent,1,6,8,10698
17380,recent,1,9,9,12028
29016,clone,0,0,0,3995
29016,clone,0,1,1,5348
29016,clone,0,2,2,6087
29016,clone,0,3,3,7193
29016,clone,0,4,4,7623
29016,clone,0,5,5,10207
29016,clone,0,6,6,10646
29016,clone,0,7,7,11065
29016,clone,0,8,8,14983
29016,clone,0,9,9,15371
29016,clone,1,0,0,12279
29016,clone,1,1,1,13056
29016,clone,1,2,2,15662
29016,clone,1,3,3,16341
29016,clone,1,4,4,17074
29016,clone,1,5,5,18188
29016,clone,1,6,6,19548
29016,clone,1,7,7,19732
29016,clone,1,8,8,20488
29016,clone,1,9,9,24578
32156,serve,0,0,0,3279
32156,serve,0,1,1,4446
32156,serve,0,2,2,5098
32156,serve,0,3,3,6898
32156,serve,0,4,4,7351
32156,serve,0,5,5,8013
32156,serve,0,6,6,8716
32156,serve,0,7,7,9896
32156,serve,0,8,8,10739
32156,serve,0,9,9,11452
32156,serve,1,0,0,5367
32156,serve,1,1,1,5844
32156,serve,1,2,2,6121
32156,serve,1,3,3,6717
32156,serve,1,4,4,7117
32156,serve,1,5,5,7376
32156,serve,1,6,6,7792
32156,serve,1,7,7,8082
32156,serve,1,8,8,8271
32156,serve,1,9,9,8473
32156,serve,2,0,0,3924
32156,serve,2,1,1,4216
32156,serve,2,2,2,4709
32156,serve,2,3,3,5026
32156,serve,2,4,4,6720
32156,serve,2,5,5,7161
32156,serve,2,6,6,7611
32156,serve,2,7,7,9484
32156,serve,2,8,8,10126
32156,serve,2,9,9,10735
32156,serve,3,0,0,5545
32156,serve,3,1,1,6314
32156,serve,3,2,2,8098
32156,serve,3,3,3,8371
32156,serve,3,4,4,8832
32156,serve,3,5,5,13517
32156,serve,3,6,6,14468
32156,serve,3,7,7,16143
32156,serve,3,8,8,16531
32156,serve,3,9,9,16995
32156,serve,4,0,0,2369
32156,serve,4,1,1,2828
32156,serve,4,2,2,6154
32156,serve,4,3,3,6580
32156,serve,4,4,4,6907
32156,serve,4,5,5,7054
32156,serve,4,6,6,7635
32156,serve,4,7,7,8647
32156,serve,4,8,8,8926
32156,serve,4,9,9,9289
32156,serve,5,0,0,2418
32156,serve,5,1,1,3015
32156,serve,5,2,2,3282
32156,serve,5,3,3,3760
32156,serve,5,4,4,4489
32156,serve,5,5,5,4948
32156,serve,5,6,6,5400
32156,serve,5,7,7,5999
32156,serve,5,8,8,6467
32156,serve,5,9,9,6662
61514,recent,0,0,0,3210
61514,recent,0,1,1,3843
61514,recent,0,2,2,4214
61514,recent,0,3,3,4840
61514,recent,0,4,4,5271
61514,recent,0,5,5,6346
61514,recent,0,6,6,7376
61514,recent,0,7,7,9045
61514,recent,0,8,8,9431
61514,recent,0,9,9,10650
61514,recent,1,0,0,3031
61514,recent,1,1,1,3764
61514,recent,1,2,2,4376
61514,recent,1,3,3,5182
61514,recent,1,4,4,5675
61514,recent,1,5,5,6091
61514,recent,1,6,6,6693
61514,recent,1,7,7,8277
61514,recent,1,8,8,9237
61514,recent,1,9,9,9513
61514,recent,2,0,0,3751
61514,recent,2,1,1,4034
61514,recent,2,2,2,4749
61514,recent,2,3,3,5275
61514,recent,2,4,4,5980
61514,recent,2,5,5,6467
61514,recent,2,6,6,6981
61514,recent,2,7,7,7181
61514,recent,2,8,8,7755
61514,recent,2,9,9,8556
61514,recent,3,0,0,5816
61514,recent,3,1,1,6428
61514,recent,3,2,2,7023
61514,recent,3,3,3,7132
61514,recent,3,4,4,8085
61514,recent,3,5,5,9086
61514,recent,3,6,6,9457
61514,recent,3,7,7,9911
61514,recent,3,8,8,10341
61514,recent,3,9,9,11353
93100,serve,0,4,0,2817
93100,serve,0,2,1,3480
93100,serve,0,0,2,3496
93100,serve,0,5,3,4035
93100,serve,0,1,4,4534
93100,serve,0,6,5,4912
93100,serve,0,9,6,5407
93100,serve,0,8,7,5577
93100,serve,0,7,8,5594
93100,serve,0,3,9,5610
93100,serve,1,2,0,3509
93100,serve,1,1,1,3574
93100,serve,1,3,2,3687
93100,serve,1,4,3,4189
93100,serve,1,7,4,4505
93100,serve,1,6,5,4514
93100,serve,1,5,6,4587
93100,serve,1,9,7,4780
93100,serve,1,0,8,4964
93100,serve,1,8,9,5035
93100,serve,2,2,0,3296
93100,serve,2,3,1,3834
93100,serve,2,0,2,3851
93100,serve,2,1,3,3870
93100,serve,2,5,4,4092
93100,serve,2,4,5,4311
93100,serve,2,6,6,4358
93100,serve,2,8,7,4969
93100,serve,2,9,8,4982
93100,serve,2,7,9,5998
93100,serve,3,2,0,1055
93100,serve,3,0,1,1249
93100,serve,3,4,2,2116
93100,serve,3,1,3,2170
93100,serve,3,5,4,2836
93100,serve,3,6,5,3105
93100,serve,3,3,6,3497
93100,serve,3,8,7,4254
93100,serve,3,7,8,4517
93100,serve,3,9,9,4539
93100,serve,4,0,0,2227
93100,serve,4,2,1,2916
93100,serve,4,3,2,3042
93100,serve,4,4,3,3702
93100,serve,4,1,4,4004
93100,serve,4,5,5,4129
93100,serve,4,7,6,4615
93100,serve,4,8,7,4635
93100,serve,4,6,8,5004
93100,serve,4,9,9,5253
93100,serve,5,1,0,4067
93100,serve,5,2,1,4415
93100,serve,5,0,2,5165
93100,serve,5,3,3,5748
93100,serve,5,5,4,5934
93100,serve,5,7,5,7189
93100,serve,5,4,6,7217
93100,serve,5,6,7,8240
93100,serve,5,8,8,8381
93100,serve,5,9,9,9798
93100,serve,6,1,0,3400
93100,serve,6,0,1,3459
93100,serve,6,3,2,4021
93100,serve,6,4,3,4047
93100,serve,6,6,4,4743
93100,serve,6,5,5,4770
93100,serve,6,2,6,5251
93100,serve,6,8,7,5430
93100,serve,6,9,8,5459
93100,serve,6,7,9,5484
93100,serve,7,2,0,2974
93100,serve,7,1,1,3220
93100,serve,7,3,2,3245
93100,serve,7,5,3,3463
93100,serve,7,4,4,4004
93100,serve,7,0,5,4288
93100,serve,7,7,6,4388
93100,serve,7,8,7,4494
93100,serve,7,9,8,4790
93100,serve,7,6,9,4824
93100,serve,8,1,0,1127
93100,serve,8,2,1,1343
93100,serve,8,0,2,1677
93100,serve,8,5,3,2529
93100,serve,8,3,4,2766
93100,serve,8,7,5,3876
93100,serve,8,4,6,4089
93100,serve,8,6,7,4720
93100,serve,8,8,8,5560
93100,serve,8,9,9,6603
69302,sort,0,0,0,5578
69302,sort,0,1,1,5896
69302,sort,0,2,2,6840
69302,sort,0,3,3,7617
69302,sort,0,4,4,8265
69302,sort,0,5,5,14124
69302,sort,0,6,6,14870
69302,sort,0,7,7,15449
69302,sort,0,8,8,16419
69302,sort,0,9,9,17270
69302,sort,1,0,0,7200
69302,sort,1,1,1,12234
69302,sort,1,2,2,13100
69302,sort,1,3,3,19107
69302,sort,1,4,4,19291
69302,sort,1,5,5,20112
69302,sort,1,6,6,21179
69302,sort,1,7,7,21628
