pid,tid,search,result,loadSeq,time
32156,sort,0,0,0,5459
32156,sort,0,1,1,5803
32156,sort,0,2,2,6696
32156,sort,0,3,3,7483
32156,sort,0,4,4,8184
32156,sort,0,5,5,13652
32156,sort,0,6,6,14548
32156,sort,0,7,7,14917
32156,sort,0,8,8,16170
32156,sort,0,9,9,17131
32156,clone,0,0,0,1213
32156,clone,0,1,1,1214
32156,clone,0,2,2,1214
32156,clone,0,3,3,1214
32156,clone,0,4,4,1214
32156,clone,0,5,5,1214
32156,clone,0,6,6,1214
32156,clone,0,7,7,1214
32156,clone,0,8,8,1214
32156,clone,0,9,9,1214
32156,recent,0,0,0,2760
32156,recent,0,1,1,2760
32156,recent,0,2,2,2760
32156,recent,0,3,3,2760
32156,recent,0,4,4,2760
32156,recent,0,5,5,2760
32156,recent,0,6,6,2760
32156,recent,0,7,7,2760
32156,recent,0,8,8,2760
32156,recent,0,9,9,2760
32156,recent,1,0,0,2970
32156,recent,1,1,1,2970
32156,recent,1,2,2,2970
32156,recent,1,3,3,2970
32156,recent,1,4,4,2970
32156,recent,1,5,5,2970
32156,recent,1,6,6,2970
32156,recent,1,7,7,2970
32156,recent,1,8,8,2970
32156,recent,1,9,9,2970
32156,recent,2,0,0,3089
32156,recent,2,1,1,3089
32156,recent,2,2,2,3089
32156,recent,2,3,3,3089
32156,recent,2,4,4,3089
32156,recent,2,5,5,3089
32156,recent,2,6,6,3089
32156,recent,2,7,7,3089
32156,recent,2,8,8,3089
32156,recent,2,9,9,3089
32156,recent,3,0,0,3832
32156,recent,3,1,1,3832
32156,recent,3,2,2,3832
32156,recent,3,3,3,3832
32156,recent,3,4,4,3832
32156,recent,3,5,5,3832
32156,recent,3,6,6,3832
32156,recent,3,7,7,3832
32156,recent,3,8,8,3832
32156,recent,3,9,9,3832
32156,recent,4,0,0,4051
32156,recent,4,1,1,4051
32156,recent,4,2,2,4051
32156,recent,4,3,3,4051
32156,recent,4,4,4,4051
32156,recent,4,5,5,4051
32156,recent,4,6,6,4051
32156,recent,4,7,7,4051
32156,recent,4,8,8,4051
32156,recent,4,9,9,4051
32156,currency,0,0,0,5446
32156,currency,0,1,1,5894
32156,currency,0,2,2,6343
32156,currency,0,3,3,7037
32156,currency,0,4,4,7642
32156,currency,0,5,5,8052
32156,currency,0,6,6,8355
32156,currency,0,7,7,9669
32156,currency,0,8,8,10252
32919,sort,0,0,0,6017
32919,sort,0,1,1,6501
32919,sort,0,2,2,7544
32919,sort,0,3,3,8379
32919,sort,0,4,4,9110
32919,sort,0,5,5,14742
32919,sort,0,6,6,15539
32919,sort,0,7,7,15898
32919,sort,0,8,8,17018
32919,sort,0,9,9,18096
32919,find,0,0,0,1205
32919,find,0,1,1,1205
32919,find,0,2,2,1205
32919,find,0,3,3,1205
32919,find,0,4,4,1205
32919,find,0,5,5,1205
32919,find,0,6,6,1205
32919,find,0,7,7,1205
32919,find,0,8,8,1205
32919,find,0,9,9,1205
32919,currency,0,0,0,1206
32919,currency,0,1,1,1206
32919,currency,0,2,2,1206
32919,currency,0,3,3,1206
32919,currency,0,4,4,1206
32919,currency,0,5,5,1206
32919,currency,0,6,6,1206
32919,currency,0,7,7,1206
32919,currency,0,8,8,1206
32919,currency,0,9,9,1206
32919,currency,1,0,0,5030
32919,currency,1,1,1,5030
32919,currency,1,2,2,5030
32919,currency,1,3,3,5030
32919,currency,1,4,4,5030
32919,currency,1,5,5,5030
32919,currency,1,6,6,5030
32919,currency,1,7,7,5030
32919,currency,1,8,8,5030
32919,currency,1,9,9,5030
32919,recent,0,0,0,4721
32919,recent,0,1,1,4721
32919,recent,0,2,2,4721
32919,recent,0,3,3,4721
32919,recent,0,4,4,4721
32919,recent,0,5,5,4721
32919,recent,0,6,6,4721
32919,recent,0,7,7,4721
32919,recent,0,8,8,4721
32919,recent,0,9,9,4721
32919,recent,1,0,0,2960
32919,recent,1,1,1,2960
32919,recent,1,2,2,2960
32919,recent,1,3,3,2960
32919,recent,1,4,4,2960
32919,recent,1,5,5,2960
32919,recent,1,6,6,2960
32919,recent,1,7,7,2960
32919,recent,1,8,8,2960
32919,recent,1,9,9,2960
32919,recent,2,0,0,2986
32919,recent,2,1,1,2986
32919,recent,2,2,2,2986
32919,recent,2,3,3,2986
32919,recent,2,4,4,2986
32919,recent,2,5,5,2986
32919,recent,2,6,6,2986
32919,recent,2,7,7,2986
32919,recent,2,8,8,2986
32919,recent,2,9,9,2986
32919,recent,3,0,0,1447
32919,recent,3,1,1,1447
32919,recent,3,2,2,1447
32919,recent,3,3,3,1447
32919,recent,3,4,4,1447
32919,recent,3,5,5,1447
32919,recent,3,6,6,1447
32919,recent,3,7,7,1447
32919,recent,3,8,8,1447
32919,recent,3,9,9,1447
32919,serve,0,0,0,2883
32919,serve,0,1,1,3385
32919,serve,0,2,2,3577
32919,serve,0,3,3,3962
32919,serve,0,4,4,4578
32919,serve,0,5,5,5269
32919,serve,0,6,6,5721
32919,serve,0,7,7,6318
32919,serve,0,8,8,8406
32919,serve,0,9,9,9027
32919,clone,0,0,0,4275
32919,clone,0,1,1,5668
32919,clone,0,2,2,6511
32919,clone,0,3,3,7515
32919,clone,0,4,4,7872
32919,clone,0,5,5,10750
32919,clone,0,6,6,11185
32919,clone,0,7,7,11559
32919,clone,0,8,8,15616
32919,clone,0,9,9,16004
36615,sort,0,0,0,1247
36615,sort,0,1,1,1247
36615,sort,0,2,2,1247
36615,sort,0,3,3,1247
36615,sort,0,4,4,1247
36615,sort,0,5,5,1247
36615,sort,0,6,6,1247
36615,sort,0,7,7,1247
36615,sort,0,8,8,1247
36615,sort,0,9,9,1247
36615,currency,0,0,0,1218
36615,currency,0,1,1,1218
36615,currency,0,2,2,1218
36615,currency,0,3,3,1218
36615,currency,0,4,4,1218
36615,currency,0,5,5,1218
36615,currency,0,6,6,1218
36615,currency,0,7,7,1218
36615,currency,0,8,8,1218
36615,currency,0,9,9,1218
36615,currency,1,0,0,1226
36615,currency,1,1,1,1226
36615,currency,1,2,2,1226
36615,currency,1,3,3,1226
36615,currency,1,4,4,1226
36615,currency,1,5,5,1226
36615,currency,1,6,6,1226
36615,currency,1,7,7,1226
36615,currency,1,8,8,1226
36615,currency,1,9,9,1226
36615,currency,2,0,0,1221
36615,currency,2,1,1,1221
36615,currency,2,2,2,1221
36615,currency,2,3,3,1221
36615,currency,2,4,4,1221
36615,currency,2,5,5,1221
36615,currency,2,6,6,1221
36615,currency,2,7,7,1221
36615,currency,2,8,8,1221
36615,currency,2,9,9,1221
36615,find,1,0,0,6907
36615,find,1,1,1,8158
36615,find,1,2,2,9107
36615,find,1,3,3,11865
36615,find,1,4,4,16478
36615,find,1,5,5,17322
36615,clone,0,0,0,4274
36615,clone,0,1,1,5630
36615,clone,0,2,2,6418
36615,clone,0,3,3,7465
36615,clone,0,4,4,7850
36615,clone,0,5,5,10449
36615,clone,0,6,6,10882
36615,clone,0,7,7,11438
36615,clone,0,8,8,15469
36615,clone,0,9,9,15771
36615,serve,0,0,0,3031
36615,serve,0,1,1,3031
36615,serve,0,2,2,3031
36615,serve,0,3,3,3031
36615,serve,0,4,4,3031
36615,serve,0,5,5,3031
36615,serve,0,6,6,3031
36615,serve,0,7,7,3031
36615,serve,0,8,8,3031
36615,serve,0,9,9,3031
36615,serve,1,0,0,1270
36615,serve,1,1,1,1270
36615,serve,1,2,2,1270
36615,serve,1,3,3,1270
36615,serve,1,4,4,1270
36615,serve,1,5,5,1270
36615,serve,1,6,6,1270
36615,serve,1,7,7,1270
36615,serve,1,8,8,1270
36615,serve,1,9,9,1270
36615,serve,2,0,0,1235
36615,serve,2,1,1,1235
36615,serve,2,2,2,1235
36615,serve,2,3,3,1235
36615,serve,2,4,4,1235
36615,serve,2,5,5,1235
36615,serve,2,6,6,1235
36615,serve,2,7,7,1235
36615,serve,2,8,8,1235
36615,serve,2,9,9,1235
36615,recent,0,0,0,5218
36615,recent,0,1,1,7080
36615,recent,0,2,2,7577
36615,recent,0,3,3,8956
36615,recent,0,4,4,10423
36615,recent,0,5,5,10787
36615,recent,0,6,6,10846
36615,recent,0,7,7,11402
36615,recent,0,8,8,13442
36615,recent,0,9,9,13578
39681,currency,0,0,0,1207
39681,currency,0,1,1,1207
39681,currency,0,2,2,1207
39681,currency,0,3,3,1207
39681,currency,0,4,4,1207
39681,currency,0,5,5,1207
39681,currency,0,6,6,1207
39681,currency,0,7,7,1207
39681,currency,0,8,8,1207
39681,currency,0,9,9,1207
39681,currency,1,0,0,1212
39681,currency,1,1,1,1212
39681,currency,1,2,2,1212
39681,currency,1,3,3,1212
39681,currency,1,4,4,1212
39681,currency,1,5,5,1212
39681,currency,1,6,6,1212
39681,currency,1,7,7,1212
39681,currency,1,8,8,1212
39681,currency,1,9,9,1212
39681,find,0,0,0,1207
39681,find,0,1,1,1207
39681,find,0,2,2,1207
39681,find,0,3,3,1207
39681,find,0,4,4,1207
39681,find,0,5,5,1207
39681,find,0,6,6,1207
39681,find,0,7,7,1207
39681,find,0,8,8,1207
39681,find,0,9,9,1207
39681,sort,0,0,0,7223
39681,sort,0,1,1,7266
39681,sort,0,2,2,11789
39681,sort,0,3,3,11888
39681,sort,0,4,4,13018
39681,sort,0,5,5,20394
39681,sort,0,6,6,20491
39681,sort,0,7,7,20521
39681,sort,0,8,8,20596
39681,sort,0,9,9,26024
39681,clone,0,0,0,4955
39681,clone,0,1,1,7070
39681,clone,0,2,2,7114
39681,clone,0,3,3,7878
39681,clone,0,4,4,7900
39681,clone,0,5,5,13319
39681,clone,0,6,6,13379
39681,clone,0,7,7,13412
39681,clone,0,8,8,18989
39681,clone,0,9,9,19015
39681,recent,0,0,0,4270
39681,recent,0,1,1,4270
39681,recent,0,2,2,4270
39681,recent,0,3,3,4270
39681,recent,0,4,4,4270
39681,recent,0,5,5,4270
39681,recent,0,6,6,4270
39681,recent,0,7,7,4270
39681,recent,0,8,8,4270
39681,recent,0,9,9,4270
39681,recent,1,0,0,3485
39681,recent,1,1,1,3485
39681,recent,1,2,2,3485
39681,recent,1,3,3,3485
39681,recent,1,4,4,3485
39681,recent,1,5,5,3485
39681,recent,1,6,6,3485
39681,recent,1,7,7,3485
39681,recent,1,8,8,3485
39681,recent,1,9,9,3485
39681,recent,2,0,0,3268
39681,recent,2,1,1,3268
39681,recent,2,2,2,3268
39681,recent,2,3,3,3268
39681,recent,2,4,4,3268
39681,recent,2,5,5,3268
39681,recent,2,6,6,3268
39681,recent,2,7,7,3268
39681,recent,2,8,8,3268
39681,recent,2,9,9,3268
42904,sort,0,0,0,1231
42904,sort,0,1,1,1231
42904,sort,0,2,2,1232
42904,sort,0,3,3,1232
42904,sort,0,4,4,1232
42904,sort,0,5,5,1232
42904,sort,0,6,6,1232
42904,sort,0,7,7,1232
42904,sort,0,8,8,1232
42904,sort,0,9,9,1232
42904,currency,0,0,0,1218
42904,currency,0,1,1,1218
42904,currency,0,2,2,1218
42904,currency,0,3,3,1218
42904,currency,0,4,4,1218
42904,currency,0,5,5,1218
42904,currency,0,6,6,1218
42904,currency,0,7,7,1218
42904,currency,0,8,8,1218
42904,currency,0,9,9,1218
39681,serve,0,0,0,2504
39681,serve,0,1,1,3605
39681,serve,0,2,2,4240
39681,serve,0,3,3,5464
39681,serve,0,4,4,5486
39681,serve,0,5,5,5499
39681,serve,0,6,6,5507
39681,serve,0,7,7,7311
39681,serve,0,8,8,7328
39681,serve,1,0,0,3700
39681,serve,1,1,1,4594
39681,serve,1,2,2,4950
39681,serve,1,3,3,5826
39681,serve,1,4,4,6867
39681,serve,1,5,5,7527
39681,serve,1,6,6,7614
39681,serve,1,7,7,8223
39681,serve,1,8,8,8788
39681,serve,1,9,9,12133
39681,serve,2,0,0,1800
39681,serve,2,1,1,1828
39681,serve,2,2,2,4349
39681,serve,2,3,3,5156
39681,serve,2,4,4,5218
39681,serve,2,5,5,5251
39681,serve,2,6,6,5312
39681,serve,2,7,7,5395
39681,serve,2,8,8,6331
39681,serve,2,9,9,15820
42904,find,0,0,0,3822
42904,find,0,1,1,5104
42904,find,0,2,2,6053
42904,find,0,3,3,8730
42904,find,0,4,4,13536
42904,find,0,5,5,14454
42904,find,0,6,6,18489
42904,clone,0,0,0,4605
42904,clone,0,1,1,5954
42904,clone,0,2,2,6733
42904,clone,0,3,3,7766
42904,clone,0,4,4,8166
42904,clone,0,5,5,11063
42904,clone,0,6,6,11582
42904,clone,0,7,7,12001
42904,clone,0,8,8,15834
42904,clone,0,9,9,16170
42904,recent,0,0,0,2721
42904,recent,0,1,1,4340
42904,recent,0,2,2,5657
42904,recent,0,3,3,6814
42904,recent,0,4,4,7407
42904,recent,0,5,5,8081
42904,recent,0,6,6,8338
42904,recent,0,7,7,8689
42904,recent,0,8,8,9077
42904,recent,0,9,9,9616
42904,serve,0,0,0,3680
42904,serve,0,1,1,3680
42904,serve,0,2,2,3680
42904,serve,0,3,3,3680
42904,serve,0,4,4,3680
42904,serve,0,5,5,3680
42904,serve,0,6,6,3680
42904,serve,0,7,7,3680
42904,serve,0,8,8,3680
42904,serve,0,9,9,3680
42904,serve,1,0,0,5260
42904,serve,1,1,1,5261
42904,serve,1,2,2,5261
42904,serve,1,3,3,5261
42904,serve,1,4,4,5261
42904,serve,1,5,5,5261
42904,serve,1,6,6,5261
42904,serve,1,7,7,5261
42904,serve,1,8,8,5261
42904,serve,1,9,9,5261
42904,serve,2,0,0,2487
42904,serve,2,1,1,2487
42904,serve,2,2,2,2487
42904,serve,2,3,3,2487
42904,serve,2,4,4,2487
42904,serve,2,5,5,2487
42904,serve,2,6,6,2487
42904,serve,2,7,7,2487
42904,serve,2,8,8,2488
42904,serve,2,9,9,2488
42904,serve,3,0,0,1327
42904,serve,3,1,1,1327
42904,serve,3,2,2,1327
42904,serve,3,3,3,1327
42904,serve,3,4,4,1327
42904,serve,3,5,5,1327
42904,serve,3,6,6,1327
42904,serve,3,7,7,1327
42904,serve,3,8,8,1327
42904,serve,3,9,9,1327
46094,sort,0,0,0,6314
46094,sort,0,1,1,6696
46094,sort,0,2,2,7754
46094,sort,0,3,3,8522
46094,sort,0,4,4,9139
46094,sort,0,5,5,14882
46094,sort,0,6,6,15735
46094,sort,0,7,7,15947
46094,sort,0,8,8,17178
46094,sort,0,9,9,18021
46094,currency,0,0,0,1216
46094,currency,0,1,1,1216
46094,currency,0,2,2,1217
46094,currency,0,3,3,1217
46094,currency,0,4,4,1217
46094,currency,0,5,5,1217
46094,currency,0,6,6,1217
46094,currency,0,7,7,1217
46094,currency,0,8,8,1217
46094,currency,0,9,9,1217
46094,find,0,0,0,1213
46094,find,0,1,1,1213
46094,find,0,2,2,1213
46094,find,0,3,3,1213
46094,find,0,4,4,1213
46094,find,0,5,5,1213
46094,find,0,6,6,1213
46094,find,0,7,7,1213
46094,find,0,8,8,1213
46094,find,0,9,9,1213
46094,clone,0,0,0,4494
46094,clone,0,1,1,5908
46094,clone,0,2,2,6706
46094,clone,0,3,3,7694
46094,clone,0,4,4,8065
46094,clone,0,5,5,10983
46094,clone,0,6,6,11398
46094,clone,0,7,7,11839
46094,clone,0,8,8,15940
46094,clone,0,9,9,16177
46094,recent,0,0,0,7011
46094,recent,0,1,1,7011
46094,recent,0,2,2,7011
46094,recent,0,3,3,7011
46094,recent,0,4,4,7011
46094,recent,0,5,5,7011
46094,recent,0,6,6,7011
46094,recent,0,7,7,7011
46094,recent,0,8,8,7011
46094,recent,0,9,9,7012
46094,serve,0,0,0,2974
46094,serve,0,1,1,3211
46094,serve,0,2,2,3717
46094,serve,0,3,3,3994
46094,serve,0,4,4,4352
46094,serve,0,5,5,5055
46094,serve,0,6,6,5566
46094,serve,0,7,7,5671
46094,serve,0,8,8,6288
46094,serve,0,9,9,7197
48128,sort,0,0,0,1216
48128,sort,0,1,1,1216
48128,sort,0,2,2,1216
48128,sort,0,3,3,1216
48128,sort,0,4,4,1216
48128,sort,0,5,5,1216
48128,sort,0,6,6,1216
48128,sort,0,7,7,1216
48128,sort,0,8,8,1216
48128,sort,0,9,9,1216
48128,clone,0,0,0,1255
48128,clone,0,1,1,1255
48128,clone,0,2,2,1255
48128,clone,0,3,3,1255
48128,clone,0,4,4,1255
48128,clone,0,5,5,1255
48128,clone,0,6,6,1255
48128,clone,0,7,7,1255
48128,clone,0,8,8,1255
48128,clone,0,9,9,1255
48128,find,0,0,0,4152
48128,find,0,1,1,5492
48128,find,0,2,2,6431
48128,find,0,3,3,9201
48128,find,0,4,4,13759
48128,find,0,5,5,14633
48128,find,0,6,6,18510
48128,currency,0,0,0,5613
48128,currency,0,1,1,5928
48128,currency,0,2,2,6399
48128,currency,0,3,3,6981
48128,currency,0,4,4,7792
48128,currency,0,5,5,8236
48128,currency,0,6,6,8639
48128,currency,0,7,7,10287
48128,currency,0,8,8,10355
48128,serve,0,0,0,4157
48128,serve,0,1,1,4157
48128,serve,0,2,2,4158
48128,serve,0,3,3,4158
48128,serve,0,4,4,4158
48128,serve,0,5,5,4158
48128,serve,0,6,6,4158
48128,serve,0,7,7,4158
48128,serve,0,8,8,4158
48128,serve,0,9,9,4158
48128,recent,0,0,0,7668
48128,recent,0,1,1,8231
48128,recent,0,2,2,8597
48128,recent,0,3,3,9098
48128,recent,0,4,4,9757
48128,recent,0,5,5,10734
48128,recent,0,6,6,12142
48128,recent,0,7,7,12677
48128,recent,0,8,8,13121
48128,recent,0,9,9,13350
49394,currency,0,0,0,1213
49394,currency,0,1,1,1213
49394,currency,0,2,2,1213
49394,currency,0,3,3,1213
49394,currency,0,4,4,1213
49394,currency,0,5,5,1213
49394,currency,0,6,6,1213
49394,currency,0,7,7,1213
49394,currency,0,8,8,1213
49394,currency,0,9,9,1213
49394,find,0,0,0,4004
49394,find,0,1,1,5204
49394,find,0,2,2,6045
49394,find,0,3,3,9041
49394,find,0,4,4,13416
49394,find,0,5,5,14300
49394,find,0,6,6,18238
49394,find,0,7,7,20231
49394,clone,0,0,0,4515
49394,clone,0,1,1,5764
49394,clone,0,2,2,6595
49394,clone,0,3,3,7485
49394,clone,0,4,4,7957
49394,clone,0,5,5,10481
49394,clone,0,6,6,11306
49394,clone,0,7,7,11704
49394,clone,0,8,8,15167
49394,clone,0,9,9,15571
49394,recent,0,0,0,3784
49394,recent,0,1,1,4387
49394,recent,0,2,2,5780
49394,recent,0,3,3,10764
49394,serve,0,0,0,3424
49394,serve,0,1,1,3424
49394,serve,0,2,2,3424
49394,serve,0,3,3,3424
49394,serve,0,4,4,3424
49394,serve,0,5,5,3424
49394,serve,0,6,6,3424
49394,serve,0,7,7,3424
49394,serve,0,8,8,3424
49394,serve,0,9,9,3424
49394,serve,1,0,0,3715
49394,serve,1,1,1,3715
49394,serve,1,2,2,3715
49394,serve,1,3,3,3715
49394,serve,1,4,4,3715
49394,serve,1,5,5,3715
49394,serve,1,6,6,3715
49394,serve,1,7,7,3715
49394,serve,1,8,8,3715
49394,serve,1,9,9,3715
49394,serve,2,0,0,4620
49394,serve,2,1,1,4620
49394,serve,2,2,2,4620
49394,serve,2,3,3,4620
49394,serve,2,4,4,4620
49394,serve,2,5,5,4620
49394,serve,2,6,6,4620
49394,serve,2,7,7,4620
49394,serve,2,8,8,4620
49394,serve,2,9,9,4620
49394,serve,3,0,0,2561
49394,serve,3,1,1,2561
49394,serve,3,2,2,2561
49394,serve,3,3,3,2561
49394,serve,3,4,4,2561
49394,serve,3,5,5,2561
49394,serve,3,6,6,2561
49394,serve,3,7,7,2562
49394,serve,3,8,8,2562
49394,serve,3,9,9,2562
55264,sort,0,0,0,1213
55264,sort,0,1,1,1213
55264,sort,0,2,2,1213
55264,sort,0,3,3,1213
55264,sort,0,4,4,1213
55264,sort,0,5,5,1213
55264,sort,0,6,6,1213
55264,sort,0,7,7,1213
55264,sort,0,8,8,1213
55264,sort,0,9,9,1213
55264,currency,0,0,0,1216
55264,currency,0,1,1,1216
55264,currency,0,2,2,1216
55264,currency,0,3,3,1216
55264,currency,0,4,4,1216
55264,currency,0,5,5,1216
55264,currency,0,6,6,1216
55264,currency,0,7,7,1216
55264,currency,0,8,8,1216
55264,currency,0,9,9,1216
55264,clone,0,0,0,4720
55264,clone,0,1,1,6035
55264,clone,0,2,2,6759
55264,clone,0,3,3,7716
55264,clone,0,4,4,8216
55264,clone,0,5,5,10853
55264,clone,0,6,6,11235
55264,clone,0,7,7,11669
55264,clone,0,8,8,15572
55264,clone,0,9,9,15864
55264,find,0,0,0,3821
55264,find,0,1,1,5077
55264,find,0,2,2,6029
55264,find,0,3,3,8739
55264,find,0,4,4,13440
55264,find,0,5,5,14254
55264,find,0,6,6,18373
55264,recent,0,0,0,6639
55264,recent,0,1,1,7333
55264,recent,0,2,2,7764
55264,recent,0,3,3,8244
55264,recent,0,4,4,8829
55264,recent,0,5,5,9757
55264,recent,0,6,6,10225
55264,recent,0,7,7,10408
55264,recent,0,8,8,11334
55264,recent,0,9,9,11712
55264,serve,0,0,0,3877
55264,serve,0,1,1,3877
55264,serve,0,2,2,3877
55264,serve,0,3,3,3878
55264,serve,0,4,4,3878
55264,serve,0,5,5,3878
55264,serve,0,6,6,3878
55264,serve,0,7,7,3878
55264,serve,0,8,8,3878
55264,serve,0,9,9,3878
55264,serve,1,0,0,2961
55264,serve,1,1,1,2961
55264,serve,1,2,2,2961
55264,serve,1,3,3,2961
55264,serve,1,4,4,2961
55264,serve,1,5,5,2961
55264,serve,1,6,6,2961
55264,serve,1,7,7,2961
55264,serve,1,8,8,2961
55264,serve,1,9,9,2961
55264,serve,2,0,0,3585
55264,serve,2,1,1,3585
55264,serve,2,2,2,3585
55264,serve,2,3,3,3585
55264,serve,2,4,4,3585
55264,serve,2,5,5,3585
55264,serve,2,6,6,3585
55264,serve,2,7,7,3585
55264,serve,2,8,8,3585
55264,serve,2,9,9,3585
55264,serve,3,0,0,2372
55264,serve,3,1,1,2372
55264,serve,3,2,2,2372
55264,serve,3,3,3,2372
55264,serve,3,4,4,2372
55264,serve,3,5,5,2372
55264,serve,3,6,6,2372
55264,serve,3,7,7,2372
55264,serve,3,8,8,2372
55264,serve,3,9,9,2372
56883,currency,0,0,0,1335
56883,currency,0,1,1,1335
56883,currency,0,2,2,1335
56883,currency,0,3,3,1341
56883,currency,0,4,4,1341
56883,currency,0,5,5,1341
56883,currency,0,6,6,1342
56883,currency,0,7,7,1342
56883,currency,0,8,8,1342
56883,currency,0,9,9,1342
56883,find,0,0,0,1355
56883,find,0,1,1,1355
56883,find,0,2,2,1355
56883,find,0,3,3,1356
56883,find,0,4,4,1356
56883,find,0,5,5,1356
56883,find,0,6,6,1356
56883,find,0,7,7,1356
56883,find,0,8,8,1357
56883,find,0,9,9,1357
56883,sort,0,1,0,2151
56883,sort,0,4,1,2758
56883,sort,0,3,2,3443
56883,sort,0,2,3,4366
56883,sort,0,7,4,5209
56883,sort,0,6,5,5614
56883,sort,0,8,6,6216
56883,sort,0,9,7,6674
56883,sort,0,0,8,10450
56883,sort,0,5,9,12224
56883,recent,0,0,0,3600
56883,recent,0,1,1,3600
56883,recent,0,2,2,3601
56883,recent,0,3,3,3601
56883,recent,0,4,4,3601
56883,recent,0,5,5,3601
56883,recent,0,6,6,3601
56883,recent,0,7,7,3601
56883,recent,0,8,8,3601
56883,recent,0,9,9,3601
56883,recent,1,0,0,3652
56883,recent,1,1,1,3652
56883,recent,1,2,2,3653
56883,recent,1,3,3,3654
56883,recent,1,4,4,3654
56883,recent,1,5,5,3654
56883,recent,1,6,6,3654
56883,recent,1,7,7,3654
56883,recent,1,8,8,3654
56883,recent,1,9,9,3654
56883,recent,2,0,0,4003
56883,recent,2,1,1,4004
56883,recent,2,2,2,4004
56883,recent,2,3,3,4004
56883,recent,2,4,4,4004
56883,recent,2,5,5,4004
56883,recent,2,6,6,4004
56883,recent,2,7,7,4004
56883,recent,2,8,8,4004
56883,recent,2,9,9,4004
56883,recent,3,0,0,3971
56883,recent,3,1,1,3971
56883,recent,3,2,2,3971
56883,recent,3,3,3,3971
56883,recent,3,4,4,3971
56883,recent,3,5,5,3972
56883,recent,3,6,6,3972
56883,recent,3,7,7,3972
56883,recent,3,8,8,3972
56883,recent,3,9,9,3976
56883,recent,4,0,0,3934
56883,recent,4,1,1,3934
56883,recent,4,2,2,3934
56883,recent,4,3,3,3934
56883,recent,4,4,4,3934
56883,recent,4,5,5,3934
56883,recent,4,6,6,3934
56883,recent,4,7,7,3934
56883,recent,4,8,8,3934
56883,recent,4,9,9,3934
56883,clone,0,2,0,2514
56883,clone,0,3,1,3042
56883,clone,0,4,2,3519
56883,clone,0,1,3,3952
56883,clone,0,6,4,4934
56883,clone,0,7,5,5449
56883,clone,0,9,6,5734
56883,clone,0,0,7,6469
56883,clone,0,5,8,7158
56883,clone,0,8,9,8719
56883,serve,0,1,0,3806
56883,serve,0,3,1,4040
56883,serve,0,0,2,4565
56883,serve,0,2,3,5643
56883,serve,0,4,4,6669
56883,serve,0,6,5,7069
56883,serve,0,5,6,7431
56883,serve,0,7,7,7766
56883,serve,0,9,8,7983
56883,serve,0,8,9,8112
57414,sort,0,0,0,6520
57414,sort,0,1,1,6725
57414,sort,0,2,2,7550
57414,sort,0,3,3,8365
57414,sort,0,4,4,8801
57414,sort,0,5,5,14839
57414,sort,0,6,6,15076
57414,sort,0,7,7,15519
57414,sort,0,8,8,16421
57414,sort,0,9,9,17450
57414,currency,0,0,0,1222
57414,currency,0,1,1,1222
57414,currency,0,2,2,1222
57414,currency,0,3,3,1222
57414,currency,0,4,4,1222
57414,currency,0,5,5,1222
57414,currency,0,6,6,1222
57414,currency,0,7,7,1222
57414,currency,0,8,8,1222
57414,currency,0,9,9,1222
57414,currency,1,0,0,3067
57414,currency,1,1,1,3067
57414,currency,1,2,2,3067
57414,currency,1,3,3,3067
57414,currency,1,4,4,3067
57414,currency,1,5,5,3067
57414,currency,1,6,6,3067
57414,currency,1,7,7,3067
57414,currency,1,8,8,3067
57414,currency,1,9,9,3067
57414,find,0,0,0,1266
57414,find,0,1,1,1266
57414,find,0,2,2,1266
57414,find,0,3,3,1266
57414,find,0,4,4,1266
57414,find,0,5,5,1266
57414,find,0,6,6,1266
57414,find,0,7,7,1266
57414,find,0,8,8,1266
57414,find,0,9,9,1266
57414,find,1,0,0,1283
57414,find,1,1,1,1283
57414,find,1,2,2,1283
57414,find,1,3,3,1283
57414,find,1,4,4,1283
57414,find,1,5,5,1283
57414,find,1,6,6,1283
57414,find,1,7,7,1283
57414,find,1,8,8,1283
57414,find,1,9,9,1283
57414,recent,0,0,0,2935
57414,recent,0,1,1,2935
57414,recent,0,2,2,2935
57414,recent,0,3,3,2935
57414,recent,0,4,4,2935
57414,recent,0,5,5,2935
57414,recent,0,6,6,2935
57414,recent,0,7,7,2935
57414,recent,0,8,8,2935
57414,recent,0,9,9,2935
57414,recent,1,0,0,3027
57414,recent,1,1,1,3027
57414,recent,1,2,2,3027
57414,recent,1,3,3,3027
57414,recent,1,4,4,3028
57414,recent,1,5,5,3028
57414,recent,1,6,6,3028
57414,recent,1,7,7,3028
57414,recent,1,8,8,3028
57414,recent,1,9,9,3028
57414,recent,2,0,0,3139
57414,recent,2,1,1,3139
57414,recent,2,2,2,3139
57414,recent,2,3,3,3139
57414,recent,2,4,4,3139
57414,recent,2,5,5,3139
57414,recent,2,6,6,3139
57414,recent,2,7,7,3139
57414,recent,2,8,8,3139
57414,recent,2,9,9,3139
57414,recent,3,0,0,1312
57414,recent,3,1,1,1312
57414,recent,3,2,2,1312
57414,recent,3,3,3,1312
57414,recent,3,4,4,1312
57414,recent,3,5,5,1312
57414,recent,3,6,6,1312
57414,recent,3,7,7,1312
57414,recent,3,8,8,1312
57414,recent,3,9,9,1312
57414,clone,0,0,0,4862
57414,clone,0,1,1,5902
